"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","temperature","ontology","gene_count","cluster","direction"
"cluster8_35","195","18",5.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0061024"">GO:0061024</a>","membrane organization","A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins.",0.008322944,2.08,"GO:0061024","35","BP",29,"cluster8","up"
"cluster8_35","196","18",4.48,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0043933"">GO:0043933</a>","protein-containing complex organization","Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex.",0.006342294,2.2,"GO:0043933","35","BP",53,"cluster8","up"
"cluster8_35","197","18",2.42,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071840"">GO:0071840</a>","cellular component organization or biogenesis","A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component.",0.001957076,2.71,"GO:0071840","35","BP",138,"cluster8","up"
"cluster8_35","198","18",2.54,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0016043"">GO:0016043</a>","cellular component organization","A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component.",0.001514339,2.82,"GO:0016043","35","BP",134,"cluster8","up"
"cluster8_35","199","18",6.18,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0022411"">GO:0022411</a>","cellular component disassembly","A cellular process that results in the breakdown of a cellular component.",0.002965257,2.53,"GO:0022411","35","BP",14,"cluster8","up"
"cluster8_35","200","20",9.03,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010824"">GO:0010824</a>","regulation of centrosome duplication","Any process that modulates the frequency, rate or extent of centrosome duplication. Centrosome duplication is the replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized.",0.007482519,2.13,"GO:0010824","35","BP",6,"cluster8","up"
"cluster8_35","201","20",8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051225"">GO:0051225</a>","spindle assembly","The aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart.",0.007059288,2.15,"GO:0051225","35","BP",5,"cluster8","up"
"cluster8_35","202","20",9.43,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060236"">GO:0060236</a>","regulation of mitotic spindle organization","Any process that modulates the rate, frequency or extent of the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle.",0.005691311,2.24,"GO:0060236","35","BP",5,"cluster8","up"
"cluster8_35","203","20",9.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090169"">GO:0090169</a>","regulation of spindle assembly","Any process that modulates the rate, frequency or extent of spindle assembly. Spindle assembly is the aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart.",0.001899254,2.72,"GO:0090169","35","BP",5,"cluster8","up"
"cluster8_35","204","20",10.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1901673"">GO:1901673</a>","regulation of mitotic spindle assembly","NA",0.0003878147,3.41,"GO:1901673","35","BP",5,"cluster8","up"
"cluster8_35","205","20",10.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007026"">GO:0007026</a>","negative regulation of microtubule depolymerization","Any process that stops, prevents, or reduces the frequency, rate or extent of microtubule depolymerization; prevention of depolymerization of a microtubule can result from binding by 'capping' at the plus end (e.g. by interaction with another cellular protein of structure) or by exposing microtubules to a stabilizing drug such as taxol.",0.00916631,2.04,"GO:0007026","35","BP",4,"cluster8","up"
"cluster8_35","206","20",9.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031114"">GO:0031114</a>","regulation of microtubule depolymerization","Any process that modulates the frequency, rate or extent of microtubule depolymerization.",0.00916631,2.04,"GO:0031114","35","BP",4,"cluster8","up"
"cluster8_35","207","20",6.89,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051783"">GO:0051783</a>","regulation of nuclear division","Any process that modulates the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information.",0.006235715,2.21,"GO:0051783","35","BP",15,"cluster8","up"
"cluster8_35","208","20",7.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0070507"">GO:0070507</a>","regulation of microtubule cytoskeleton organization","Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins.",0.001489079,2.83,"GO:0070507","35","BP",13,"cluster8","up"
"cluster8_35","209","20",5.84,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051493"">GO:0051493</a>","regulation of cytoskeleton organization","Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures.",0.0001934599,3.71,"GO:0051493","35","BP",23,"cluster8","up"
"cluster8_35","210","20",7.9,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051494"">GO:0051494</a>","negative regulation of cytoskeleton organization","Any process that stops, prevents, or reduces the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures.",0.004716495,2.33,"GO:0051494","35","BP",9,"cluster8","up"
"cluster8_35","211","21",5.17,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031344"">GO:0031344</a>","regulation of cell projection organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.",0.003575607,2.45,"GO:0031344","35","BP",31,"cluster8","up"
"cluster8_35","212","21",5.5,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0120035"">GO:0120035</a>","regulation of plasma membrane bounded cell projection organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections.",0.003235505,2.49,"GO:0120035","35","BP",31,"cluster8","up"
"cluster8_35","213","21",5.09,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051130"">GO:0051130</a>","positive regulation of cellular component organization","Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.",0.0007513197,3.12,"GO:0051130","35","BP",45,"cluster8","up"
"cluster8_35","214","21",3.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051128"">GO:0051128</a>","regulation of cellular component organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.",1.326329e-05,4.88,"GO:0051128","35","BP",85,"cluster8","up"
"cluster8_35","215","21",6.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902903"">GO:1902903</a>","regulation of supramolecular fiber organization","NA",0.002257602,2.65,"GO:1902903","35","BP",13,"cluster8","up"
"cluster8_35","216","21",8.66,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0043242"">GO:0043242</a>","negative regulation of protein-containing complex disassembly","Any process that stops, prevents, or reduces the frequency, rate or extent of protein complex disassembly, the disaggregation of a protein complex into its constituent components.",0.008824483,2.05,"GO:0043242","35","BP",5,"cluster8","up"
"cluster8_35","217","21",8.95,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1901880"">GO:1901880</a>","negative regulation of protein depolymerization","NA",0.008824483,2.05,"GO:1901880","35","BP",5,"cluster8","up"
"cluster8_35","218","21",8.19,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902904"">GO:1902904</a>","negative regulation of supramolecular fiber organization","NA",0.001478703,2.83,"GO:1902904","35","BP",9,"cluster8","up"
"cluster8_35","219","21",7.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031345"">GO:0031345</a>","negative regulation of cell projection organization","Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.",0.005687297,2.25,"GO:0031345","35","BP",12,"cluster8","up"
"cluster8_35","220","21",5.5,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051129"">GO:0051129</a>","negative regulation of cellular component organization","Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.",2.975442e-05,4.53,"GO:0051129","35","BP",40,"cluster8","up"
"cluster8_35","221","22",8.02,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0150115"">GO:0150115</a>","cell-substrate junction organization","NA",0.001596439,2.8,"GO:0150115","35","BP",NA,"cluster8","up"
"cluster8_35","222","22",8.02,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007044"">GO:0007044</a>","cell-substrate junction assembly","The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate.",0.001596439,2.8,"GO:0007044","35","BP",8,"cluster8","up"
"cluster8_35","223","22",8.89,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048041"">GO:0048041</a>","focal adhesion assembly","The aggregation and bonding together of a set of components to form a focal adhesion, a complex of intracellular signaling and structural proteins that provides a structural link between the internal actin cytoskeleton and the ECM, and also function as a locus of signal transduction activity.",0.001790653,2.75,"GO:0048041","35","BP",4,"cluster8","up"
"cluster8_35","224","22",9.49,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006376"">GO:0006376</a>","mRNA splice site recognition","Selection of a splice site by components of the assembling spliceosome.",0.005691311,2.24,"GO:0006376","35","BP",5,"cluster8","up"
"cluster8_35","225","22",9.28,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0070841"">GO:0070841</a>","inclusion body assembly","The aggregation, arrangement and bonding together of a set of components to form an inclusion body.",0.00916631,2.04,"GO:0070841","35","BP",NA,"cluster8","up"
"cluster8_35","226","22",9.92,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071709"">GO:0071709</a>","membrane assembly","The aggregation, arrangement and bonding together of a set of components to form a membrane.",0.005050244,2.3,"GO:0071709","35","BP",NA,"cluster8","up"
"cluster8_35","227","22",9.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090083"">GO:0090083</a>","regulation of inclusion body assembly","Any process that modulates the rate, frequency, or extent of inclusion body assembly. Inclusion body assembly is the aggregation, arrangement and bonding together of a set of components to form an inclusion body.",0.005050244,2.3,"GO:0090083","35","BP",4,"cluster8","up"
"cluster8_35","228","22",10.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090084"">GO:0090084</a>","negative regulation of inclusion body assembly","Any process that decreases the rate, frequency, or extent of inclusion body assembly. Inclusion body assembly is the aggregation, arrangement and bonding together of a set of components to form an inclusion body.",0.005050244,2.3,"GO:0090084","35","BP",4,"cluster8","up"
"cluster8_35","229","22",5.08,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0044087"">GO:0044087</a>","regulation of cellular component biogenesis","Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component.",0.0001051294,3.98,"GO:0044087","35","BP",42,"cluster8","up"
"cluster8_35","230","22",7.28,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902115"">GO:1902115</a>","regulation of organelle assembly","NA",0.006847865,2.16,"GO:1902115","35","BP",12,"cluster8","up"
"cluster8_35","231","23",7.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002699"">GO:0002699</a>","positive regulation of immune effector process","Any process that activates or increases the frequency, rate, or extent of an immune effector process.",0.001596439,2.8,"GO:0002699","35","BP",10,"cluster8","up"
"cluster8_35","232","23",8.92,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002922"">GO:0002922</a>","positive regulation of humoral immune response","Any process that activates or increases the frequency, rate, or extent of a humoral immune response.",0.005050244,2.3,"GO:0002922","35","BP",4,"cluster8","up"
"cluster8_35","233","23",7.18,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002822"">GO:0002822</a>","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata.",0.004703682,2.33,"GO:0002822","35","BP",8,"cluster8","up"
"cluster8_35","234","23",8.09,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002821"">GO:0002821</a>","positive regulation of adaptive immune response","Any process that activates or increases the frequency, rate, or extent of an adaptive immune response.",0.002067216,2.68,"GO:0002821","35","BP",7,"cluster8","up"
"cluster8_35","235","23",8.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002824"">GO:0002824</a>","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","Any process that activates or increases the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata.",0.0008446176,3.07,"GO:0002824","35","BP",7,"cluster8","up"
"cluster8_35","236","24",7.41,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0000302"">GO:0000302</a>","response to reactive oxygen species","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals.",0.009724321,2.01,"GO:0000302","35","BP",5,"cluster8","up"
"cluster8_35","237","24",9.1,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1901031"">GO:1901031</a>","regulation of response to reactive oxygen species","NA",0.002184758,2.66,"GO:1901031","35","BP",6,"cluster8","up"
"cluster8_35","238","24",10.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1901032"">GO:1901032</a>","negative regulation of response to reactive oxygen species","NA",0.0009341781,3.03,"GO:1901032","35","BP",5,"cluster8","up"
"cluster8_35","239","25",9.43,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2001038"">GO:2001038</a>","regulation of cellular response to drug","NA",0.001899254,2.72,"GO:2001038","35","BP",5,"cluster8","up"
"cluster8_35","240","25",10.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2001039"">GO:2001039</a>","negative regulation of cellular response to drug","NA",0.0009341781,3.03,"GO:2001039","35","BP",5,"cluster8","up"
"cluster8_35","241","25",3.21,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048583"">GO:0048583</a>","regulation of response to stimulus","Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus.",5.6793e-05,4.25,"GO:0048583","35","BP",101,"cluster8","up"
"cluster8_35","242","25",4.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048584"">GO:0048584</a>","positive regulation of response to stimulus","Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus.",0.0003674741,3.43,"GO:0048584","35","BP",60,"cluster8","up"
"cluster8_35","243","25",4.8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048585"">GO:0048585</a>","negative regulation of response to stimulus","Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus.",0.000183961,3.74,"GO:0048585","35","BP",56,"cluster8","up"
"cluster8_35","244","25",9.43,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2001024"">GO:2001024</a>","negative regulation of response to drug","NA",0.003433377,2.46,"GO:2001024","35","BP",5,"cluster8","up"
"cluster8_35","245","26",9.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035767"">GO:0035767</a>","endothelial cell chemotaxis","The directed movement of an endothelial cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).",0.002385999,2.62,"GO:0035767","35","BP",2,"cluster8","up"
"cluster8_35","246","26",7.5,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060326"">GO:0060326</a>","cell chemotaxis","The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).",0.001186333,2.93,"GO:0060326","35","BP",6,"cluster8","up"
"cluster8_35","247","26",6.46,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006935"">GO:0006935</a>","chemotaxis","The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).",7.277769e-05,4.14,"GO:0006935","35","BP",26,"cluster8","up"
"cluster8_35","248","26",6.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042330"">GO:0042330</a>","taxis","The directed movement of a motile cell or organism in response to an external stimulus.",5.318884e-05,4.27,"GO:0042330","35","BP",28,"cluster8","up"
"cluster8_35","249","27",10.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0036120"">GO:0036120</a>","cellular response to platelet-derived growth factor stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus.",0.00916631,2.04,"GO:0036120","35","BP",4,"cluster8","up"
"cluster8_35","250","27",7.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0044344"">GO:0044344</a>","cellular response to fibroblast growth factor stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an fibroblast growth factor stimulus.",0.003365627,2.47,"GO:0044344","35","BP",6,"cluster8","up"
"cluster8_35","251","27",6.85,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090287"">GO:0090287</a>","regulation of cellular response to growth factor stimulus","Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus.",0.005229623,2.28,"GO:0090287","35","BP",14,"cluster8","up"
"cluster8_35","252","27",8.28,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0008543"">GO:0008543</a>","fibroblast growth factor receptor signaling pathway","The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands.",0.007665153,2.12,"GO:0008543","35","BP",4,"cluster8","up"
"cluster8_35","253","27",9.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0040036"">GO:0040036</a>","regulation of fibroblast growth factor receptor signaling pathway","Any process that modulates the frequency, rate or extent of fibroblast growth factor receptor signaling pathway activity.",0.001304869,2.88,"GO:0040036","35","BP",6,"cluster8","up"
"cluster8_35","254","27",10.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1904385"">GO:1904385</a>","cellular response to angiotensin","NA",0.0009341781,3.03,"GO:1904385","35","BP",5,"cluster8","up"
"cluster8_35","255","27",9.49,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1990776"">GO:1990776</a>","response to angiotensin","NA",0.0009341781,3.03,"GO:1990776","35","BP",5,"cluster8","up"
"cluster8_35","256","27",9.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0036119"">GO:0036119</a>","response to platelet-derived growth factor","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus.",0.00916631,2.04,"GO:0036119","35","BP",4,"cluster8","up"
"cluster8_35","257","27",7.49,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071774"">GO:0071774</a>","response to fibroblast growth factor","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fibroblast growth factor stimulus.",0.003365627,2.47,"GO:0071774","35","BP",6,"cluster8","up"
"cluster8_35","258","27",6.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035966"">GO:0035966</a>","response to topologically incorrect protein","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure.",0.007127004,2.15,"GO:0035966","35","BP",13,"cluster8","up"
"cluster8_35","259","27",10.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035094"">GO:0035094</a>","response to nicotine","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nicotine stimulus.",0.005050244,2.3,"GO:0035094","35","BP",4,"cluster8","up"
"cluster8_35","260","27",3.2,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042221"">GO:0042221</a>","response to chemical","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus.",0.002011112,2.7,"GO:0042221","35","BP",96,"cluster8","up"
"cluster8_35","261","28",9.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1900034"">GO:1900034</a>","regulation of cellular response to heat","NA",0.002184758,2.66,"GO:1900034","35","BP",6,"cluster8","up"
"cluster8_35","262","28",7.8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009408"">GO:0009408</a>","response to heat","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.",0.0003121434,3.51,"GO:0009408","35","BP",16,"cluster8","up"
"cluster8_35","263","28",8.66,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0034605"">GO:0034605</a>","cellular response to heat","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.",0.006053662,2.22,"GO:0034605","35","BP",7,"cluster8","up"
"cluster8_35","264","28",6.32,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009611"">GO:0009611</a>","response to wounding","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism.",0.0002927687,3.53,"GO:0009611","35","BP",24,"cluster8","up"
"cluster8_35","265","28",7.08,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042060"">GO:0042060</a>","wound healing","The series of events that restore integrity to a damaged tissue, following an injury.",0.0004285576,3.37,"GO:0042060","35","BP",19,"cluster8","up"
"cluster8_35","266","28",6.98,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009266"">GO:0009266</a>","response to temperature stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a temperature stimulus.",3.604872e-06,5.44,"GO:0009266","35","BP",23,"cluster8","up"
"cluster8_35","267","28",4.82,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009628"">GO:0009628</a>","response to abiotic stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus.",0.0006481879,3.19,"GO:0009628","35","BP",53,"cluster8","up"
"cluster8_35","268","28",2.72,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051716"">GO:0051716</a>","cellular response to stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell.",0.002305309,2.64,"GO:0051716","35","BP",122,"cluster8","up"
"cluster8_35","269","28",4.1,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009605"">GO:0009605</a>","response to external stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus.",2.619787e-05,4.58,"GO:0009605","35","BP",69,"cluster8","up"
"cluster8_35","270","28",3.7,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006950"">GO:0006950</a>","response to stress","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation).",0.009314709,2.03,"GO:0006950","35","BP",88,"cluster8","up"
"cluster8_35","271","28",1.99,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050896"">GO:0050896</a>","response to stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism.",0.0005649926,3.25,"GO:0050896","35","BP",152,"cluster8","up"
"cluster8_35","272","29",6.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048511"">GO:0048511</a>","rhythmic process","Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism.",0.005959605,2.22,"GO:0048511","35","BP",15,"cluster8","up"
"cluster8_35","273","29",7.66,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007622"">GO:0007622</a>","rhythmic behavior","The specific behavior of an organism that recur with measured regularity.",0.006053662,2.22,"GO:0007622","35","BP",7,"cluster8","up"
"cluster8_35","274","29",7.86,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048512"">GO:0048512</a>","circadian behavior","The specific behavior of an organism that recurs with a regularity of approximately 24 hours.",0.006053662,2.22,"GO:0048512","35","BP",7,"cluster8","up"
"cluster8_35","275","29",5,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0141124"">GO:0141124</a>","intracellular signaling cassette","NA",0.003076692,2.51,"GO:0141124","35","BP",NA,"cluster8","up"
"cluster8_35","276","29",10.02,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0039702"">GO:0039702</a>","viral budding via host ESCRT complex","Viral budding which uses a host ESCRT protein complex, or complexes, to mediate the budding process.",0.00916631,2.04,"GO:0039702","35","BP",4,"cluster8","up"
"cluster8_35","277","29",9.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0046755"">GO:0046755</a>","viral budding","A viral process by which enveloped viruses acquire a host-derived membrane enriched in viral proteins to form their external envelope. The process starts when nucleocapsids, assembled or in the process of being built, induce formation of a membrane curvature in the host plasma or organelle membrane and wrap up in the forming bud. The process ends when the bud is eventually pinched off by membrane scission to release the enveloped particle into the lumenal or extracellular space.",0.001899254,2.72,"GO:0046755","35","BP",5,"cluster8","up"
"cluster8_35","278","29",8.49,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009620"">GO:0009620</a>","response to fungus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus.",0.002067216,2.68,"GO:0009620","35","BP",6,"cluster8","up"
"cluster8_35","279","29",9.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050832"">GO:0050832</a>","defense response to fungus","Reactions triggered in response to the presence of a fungus that act to protect the cell or organism.",0.008824483,2.05,"GO:0050832","35","BP",4,"cluster8","up"
"cluster8_35","280","29",3.54,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002376"">GO:0002376</a>","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats.",0.007343265,2.13,"GO:0002376","35","BP",50,"cluster8","up"
"cluster8_35","281","29",4.89,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0044419"">GO:0044419</a>","biological process involved in interspecies interaction between organisms","Any process evolved to enable an interaction with an organism of a different species.",0.004663165,2.33,"GO:0044419","35","BP",16,"cluster8","up"
"cluster8_35","282","30",8.39,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007565"">GO:0007565</a>","female pregnancy","The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth.",2.052065e-05,4.69,"GO:0007565","35","BP",11,"cluster8","up"
