"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","cluster","direction","temperature","ontology"
"blue_30","513","68",9.69,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002360"">GO:0002360</a>","T cell lineage commitment","The process in which a lymphoid progenitor cell becomes committed to becoming any type of T cell.",0.008342656,2.08,"GO:0002360","blue","up","30","BP"
"blue_30","514","68",10.79,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002363"">GO:0002363</a>","alpha-beta T cell lineage commitment","The process in which a pro-T cell becomes committed to becoming an alpha-beta T cell.",0.0007925361,3.1,"GO:0002363","blue","up","30","BP"
"blue_30","515","69",7.7,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045580"">GO:0045580</a>","regulation of T cell differentiation","Any process that modulates the frequency, rate or extent of T cell differentiation.",0.009360279,2.03,"GO:0045580","blue","up","30","BP"
"blue_30","516","69",8.61,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0046637"">GO:0046637</a>","regulation of alpha-beta T cell differentiation","Any process that modulates the frequency, rate or extent of alpha-beta T cell differentiation.",0.005082313,2.29,"GO:0046637","blue","up","30","BP"
"blue_30","517","69",8.15,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902107"">GO:1902107</a>","positive regulation of leukocyte differentiation","NA",0.009216637,2.04,"GO:1902107","blue","up","30","BP"
"blue_30","518","69",8.99,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045582"">GO:0045582</a>","positive regulation of T cell differentiation","Any process that activates or increases the frequency, rate or extent of T cell differentiation.",0.007899362,2.1,"GO:0045582","blue","up","30","BP"
"blue_30","519","69",9.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0046638"">GO:0046638</a>","positive regulation of alpha-beta T cell differentiation","Any process that activates or increases the frequency, rate or extent of alpha-beta T cell differentiation.",0.005082313,2.29,"GO:0046638","blue","up","30","BP"
"blue_30","520","70",6.6,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002444"">GO:0002444</a>","myeloid leukocyte mediated immunity","Any process involved in the carrying out of an immune response by a myeloid leukocyte.",0.006531707,2.18,"GO:0002444","blue","up","30","BP"
"blue_30","521","70",7.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002446"">GO:0002446</a>","neutrophil mediated immunity","Any process involved in the carrying out of an immune response by a neutrophil.",0.007820539,2.11,"GO:0002446","blue","up","30","BP"
"blue_30","522","70",4.86,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006955"">GO:0006955</a>","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat.",3.827855e-05,4.42,"GO:0006955","blue","up","30","BP"
"blue_30","523","70",5.06,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002252"">GO:0002252</a>","immune effector process","Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation.",7.241215e-05,4.14,"GO:0002252","blue","up","30","BP"
"blue_30","524","70",3.71,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002376"">GO:0002376</a>","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats.",0.0001158453,3.94,"GO:0002376","blue","up","30","BP"
"blue_30","525","71",5.9,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002274"">GO:0002274</a>","myeloid leukocyte activation","A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand.",0.003611615,2.44,"GO:0002274","blue","up","30","BP"
"blue_30","526","71",4.89,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045321"">GO:0045321</a>","leukocyte activation","A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor.",0.00459505,2.34,"GO:0045321","blue","up","30","BP"
"blue_30","527","71",6.43,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0036230"">GO:0036230</a>","granulocyte activation","The change in morphology and behavior of a granulocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor.",0.006180848,2.21,"GO:0036230","blue","up","30","BP"
"blue_30","528","71",6.71,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042119"">GO:0042119</a>","neutrophil activation","The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor.",0.006180848,2.21,"GO:0042119","blue","up","30","BP"
"blue_30","529","71",7.13,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002283"">GO:0002283</a>","neutrophil activation involved in immune response","The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response.",0.006180848,2.21,"GO:0002283","blue","up","30","BP"
"blue_30","530","71",6.01,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002263"">GO:0002263</a>","cell activation involved in immune response","A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response.",0.003019745,2.52,"GO:0002263","blue","up","30","BP"
"blue_30","531","71",6.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002275"">GO:0002275</a>","myeloid cell activation involved in immune response","A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response.",0.002630341,2.58,"GO:0002275","blue","up","30","BP"
"blue_30","532","71",6.22,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002366"">GO:0002366</a>","leukocyte activation involved in immune response","A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response.",0.002679899,2.57,"GO:0002366","blue","up","30","BP"
"blue_30","533","72",7.45,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006941"">GO:0006941</a>","striated muscle contraction","A process in which force is generated within striated muscle tissue, resulting in the shortening of the muscle. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. Striated muscle is a type of muscle in which the repeating units (sarcomeres) of the contractile myofibrils are arranged in registry throughout the cell, resulting in transverse or oblique striations observable at the level of the light microscope.",0.008896635,2.05,"GO:0006941","blue","up","30","BP"
"blue_30","534","72",1.82,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032501"">GO:0032501</a>","multicellular organismal process","Any biological process, occurring at the level of a multicellular organism, pertinent to its function.",0.0006885325,3.16,"GO:0032501","blue","up","30","BP"
"blue_30","535","72",6.19,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090130"">GO:0090130</a>","tissue migration","The process in which the population of cells that make up a tissue undergo directed movement.",0.001901448,2.72,"GO:0090130","blue","up","30","BP"
"blue_30","536","72",6.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090132"">GO:0090132</a>","epithelium migration","The process in which the population of cells that make up an epithelium undergo directed movement.",0.001901448,2.72,"GO:0090132","blue","up","30","BP"
"blue_30","537","73",7.34,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007626"">GO:0007626</a>","locomotory behavior","The specific movement from place to place of an organism in response to external or internal stimuli. Locomotion of a whole organism in a manner dependent upon some combination of that organism's internal state and external conditions.",0.002955193,2.53,"GO:0007626","blue","up","30","BP"
"blue_30","538","73",10,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045475"">GO:0045475</a>","locomotor rhythm","The rhythm of the locomotor activity of an organism during its 24 hour activity cycle.",0.005082313,2.29,"GO:0045475","blue","up","30","BP"
"blue_30","539","73",10.79,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1904059"">GO:1904059</a>","regulation of locomotor rhythm","NA",0.0007925361,3.1,"GO:1904059","blue","up","30","BP"
"blue_30","540","73",7.07,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007623"">GO:0007623</a>","circadian rhythm","Any biological process in an organism that recurs with a regularity of approximately 24 hours.",0.009266119,2.03,"GO:0007623","blue","up","30","BP"
"blue_30","541","73",5.13,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0044419"">GO:0044419</a>","biological process involved in interspecies interaction between organisms","Any process evolved to enable an interaction with an organism of a different species.",0.0006550885,3.18,"GO:0044419","blue","up","30","BP"
"blue_30","542","74",9.22,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090162"">GO:0090162</a>","establishment of epithelial cell polarity","The specification and formation of anisotropic intracellular organization of an epithelial cell.",0.001138445,2.94,"GO:0090162","blue","up","30","BP"
"blue_30","543","74",2.94,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007154"">GO:0007154</a>","cell communication","Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.",0.0003702032,3.43,"GO:0007154","blue","up","30","BP"
"blue_30","544","74",4.6,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007267"">GO:0007267</a>","cell-cell signaling","Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions.",0.001078017,2.97,"GO:0007267","blue","up","30","BP"
"blue_30","545","74",6.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0098609"">GO:0098609</a>","cell-cell adhesion","The attachment of one cell to another cell via adhesion molecules.",0.003400171,2.47,"GO:0098609","blue","up","30","BP"
"blue_30","546","74",5.32,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030029"">GO:0030029</a>","actin filament-based process","Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins.",0.000144882,3.84,"GO:0030029","blue","up","30","BP"
"blue_30","547","74",4.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0001775"">GO:0001775</a>","cell activation","A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell.",0.002963426,2.53,"GO:0001775","blue","up","30","BP"
"blue_30","548","74",7.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0008037"">GO:0008037</a>","cell recognition","The process in which a cell in an organism interprets its surroundings.",0.006737648,2.17,"GO:0008037","blue","up","30","BP"
"blue_30","549","74",10.09,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0036089"">GO:0036089</a>","cleavage furrow formation","Generation of the cleavage furrow, a shallow groove in the cell surface near the old metaphase plate that marks the site of cytokinesis. This process includes the recruitment and localized activation of signals such as RhoA at the site of the future furrow to ensure that furrowing initiates at the correct site in the cell.",0.0007925361,3.1,"GO:0036089","blue","up","30","BP"
"blue_30","550","74",10.79,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903673"">GO:1903673</a>","mitotic cleavage furrow formation","NA",0.0007925361,3.1,"GO:1903673","blue","up","30","BP"
"blue_30","551","74",6.79,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0140694"">GO:0140694</a>","non-membrane-bounded organelle assembly","NA",0.0002781979,3.56,"GO:0140694","blue","up","30","BP"
"blue_30","552","74",5.22,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0141124"">GO:0141124</a>","intracellular signaling cassette","NA",0.001328321,2.88,"GO:0141124","blue","up","30","BP"
"blue_30","1","1",7.56,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0005547"">GO:0005547</a>","phosphatidylinositol-3,4,5-trisphosphate binding","Binding to phosphatidylinositol-3,4,5-trisphosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 3', 4' and 5' positions.",0.0005252403,3.28,"GO:0005547","blue","up","30","MF"
"blue_30","2","1",7.36,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0005546"">GO:0005546</a>","phosphatidylinositol-4,5-bisphosphate binding","Binding to phosphatidylinositol-4,5-bisphosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 4' and 5' positions.",0.0004934961,3.31,"GO:0005546","blue","up","30","MF"
"blue_30","3","1",7.81,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0080025"">GO:0080025</a>","phosphatidylinositol-3,5-bisphosphate binding","Binding to phosphatidylinositol-3,5-bisphosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 3' and 5' positions.",0.003404103,2.47,"GO:0080025","blue","up","30","MF"
"blue_30","4","2",4.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0005543"">GO:0005543</a>","phospholipid binding","Binding to a phospholipid, a class of lipids containing phosphoric acid as a mono- or diester.",0.002165629,2.66,"GO:0005543","blue","up","30","MF"
"blue_30","5","2",5.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035091"">GO:0035091</a>","phosphatidylinositol binding","Binding to an inositol-containing glycerophospholipid, i.e. phosphatidylinositol (PtdIns) and its phosphorylated derivatives.",0.0004984152,3.3,"GO:0035091","blue","up","30","MF"
"blue_30","6","2",6.31,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902936"">GO:1902936</a>","phosphatidylinositol bisphosphate binding","NA",0.0006168146,3.21,"GO:1902936","blue","up","30","MF"
"blue_30","7","2",7.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0070273"">GO:0070273</a>","phosphatidylinositol-4-phosphate binding","Binding to phosphatidylinositol-4-phosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 4' position.",2.182573e-05,4.66,"GO:0070273","blue","up","30","MF"
"blue_30","8","2",5.43,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1901981"">GO:1901981</a>","phosphatidylinositol phosphate binding","NA",0.0002399331,3.62,"GO:1901981","blue","up","30","MF"
"blue_30","9","3",8.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0052816"">GO:0052816</a>","long-chain fatty acyl-CoA hydrolase activity","Catalysis of the reaction: a long-chain fatty acyl-CoA + H2O = a long-chain fatty acid + CoA + H+. A long-chain fatty acid has an aliphatic tail containing 13 to 22 carbons.",0.0009225299,3.04,"GO:0052816","blue","up","30","MF"
"blue_30","10","3",8.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0052817"">GO:0052817</a>","very long-chain fatty acyl-CoA hydrolase activity","Catalysis of the reaction: a very long-chain fatty acyl-CoA + H2O = a very long-chain fatty acid + CoA + H+. A very long-chain fatty acid has an aliphatic tail containing more than 22 carbons.",0.0003830098,3.42,"GO:0052817","blue","up","30","MF"
"blue_30","11","3",6.54,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0016289"">GO:0016289</a>","acyl-CoA hydrolase activity","Catalysis of the reaction: an acyl-CoA + H2O = a carboxylate + CoA + H+.",0.008712869,2.06,"GO:0016289","blue","up","30","MF"
"blue_30","12","3",6.96,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0047617"">GO:0047617</a>","fatty acyl-CoA hydrolase activity","Catalysis of the reaction: a fatty acyl-CoA + H2O = a fatty acid + CoA + H+.",0.005619466,2.25,"GO:0047617","blue","up","30","MF"
"blue_30","13","3",8.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0052815"">GO:0052815</a>","medium-chain fatty acyl-CoA hydrolase activity","Catalysis of the reaction: a medium-chain fatty acyl-CoA + H2O = a medium-chain fatty acid + CoA + H+. A medium-chain fatty acid has an aliphatic tail containing 6 to 12 carbons.",0.0003830098,3.42,"GO:0052815","blue","up","30","MF"
"blue_30","14","4",7.97,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051021"">GO:0051021</a>","GDP-dissociation inhibitor binding","Binding to a GDP-dissociation inhibitor protein.",0.002357376,2.63,"GO:0051021","blue","up","30","MF"
"blue_30","15","4",8.66,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051022"">GO:0051022</a>","Rho GDP-dissociation inhibitor binding","Binding to a Rho GDP-dissociation inhibitor protein.",0.002357376,2.63,"GO:0051022","blue","up","30","MF"
"blue_30","16","5",3.23,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0019899"">GO:0019899</a>","enzyme binding","Binding to an enzyme, a protein with catalytic activity.",0.00636416,2.2,"GO:0019899","blue","up","30","MF"
"blue_30","17","5",4.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0008092"">GO:0008092</a>","cytoskeletal protein binding","Binding to a protein component of a cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton).",0.007947171,2.1,"GO:0008092","blue","up","30","MF"
"blue_30","18","5",6.41,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0017022"">GO:0017022</a>","myosin binding","Binding to a myosin; myosins are any of a superfamily of molecular motor proteins that bind to actin and use the energy of ATP hydrolysis to generate force and movement along actin filaments.",0.0002579749,3.59,"GO:0017022","blue","up","30","MF"
"blue_30","19","6",8.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0047963"">GO:0047963</a>","glycine N-choloyltransferase activity","Catalysis of the reaction: choloyl-CoA + glycine = CoA + glycocholate.",0.0003830098,3.42,"GO:0047963","blue","up","30","MF"
"blue_30","20","6",5.82,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0016407"">GO:0016407</a>","acetyltransferase activity","Catalysis of the transfer of an acetyl group to an acceptor molecule.",0.004647394,2.33,"GO:0016407","blue","up","30","MF"
"blue_30","21","6",5.83,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0016410"">GO:0016410</a>","N-acyltransferase activity","Catalysis of the transfer of an acyl group to a nitrogen atom on the acceptor molecule.",0.0008601496,3.07,"GO:0016410","blue","up","30","MF"
"blue_30","22","7",6.56,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0001216"">GO:0001216</a>","DNA-binding transcription activator activity","A DNA-binding transcription factor activity that activates or increases transcription of specific gene sets.",0.003432781,2.46,"GO:0001216","blue","up","30","MF"
"blue_30","23","7",6.56,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0001228"">GO:0001228</a>","DNA-binding transcription activator activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that activates or increases transcription of specific gene sets transcribed by RNA polymerase II.",0.003432781,2.46,"GO:0001228","blue","up","30","MF"
"blue_30","24","8",8.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0017018"">GO:0017018</a>","myosin phosphatase activity","Catalysis of the reaction: phosphomyosin + H2O = myosin + phosphate.",0.0090572,2.04,"GO:0017018","blue","up","30","MF"
"blue_30","25","8",6.29,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0003735"">GO:0003735</a>","structural constituent of ribosome","The action of a molecule that contributes to the structural integrity of the ribosome.",8.519827e-05,4.07,"GO:0003735","blue","up","30","MF"
"blue_30","26","8",4.9,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0005198"">GO:0005198</a>","structural molecule activity","The action of a molecule that contributes to the structural integrity of a complex.",0.0003184887,3.5,"GO:0005198","blue","up","30","MF"
"blue_35","1","1",8.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007391"">GO:0007391</a>","dorsal closure","The process during Drosophila embryogenesis whereby the ectodermal cells of the lateral epithelium stretch in a coordinated fashion to internalize the amnioserosa cells and close the embryo dorsally.",0.001652622,2.78,"GO:0007391","blue","up","35","BP"
"blue_35","2","1",5.97,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060562"">GO:0060562</a>","epithelial tube morphogenesis","The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system.",0.004627313,2.33,"GO:0060562","blue","up","35","BP"
"blue_35","3","1",5.08,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002009"">GO:0002009</a>","morphogenesis of an epithelium","The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube.",0.00453001,2.34,"GO:0002009","blue","up","35","BP"
"blue_35","4","1",4.81,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048729"">GO:0048729</a>","tissue morphogenesis","The process in which the anatomical structures of a tissue are generated and organized.",0.003922969,2.41,"GO:0048729","blue","up","35","BP"
"blue_35","5","2",1.7,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032502"">GO:0032502</a>","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition.",0.0005088557,3.29,"GO:0032502","blue","up","35","BP"
"blue_35","6","2",5.07,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0061061"">GO:0061061</a>","muscle structure development","The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms.",0.0008516671,3.07,"GO:0061061","blue","up","35","BP"
"blue_35","7","2",7.11,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031099"">GO:0031099</a>","regeneration","The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass).",0.004513787,2.35,"GO:0031099","blue","up","35","BP"
"blue_35","8","2",1.85,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048856"">GO:0048856</a>","anatomical structure development","The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome.",0.0005436454,3.26,"GO:0048856","blue","up","35","BP"
"blue_35","9","2",6.79,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060560"">GO:0060560</a>","developmental growth involved in morphogenesis","The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape.",0.0002467763,3.61,"GO:0060560","blue","up","35","BP"
"blue_35","10","2",4.83,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0000902"">GO:0000902</a>","cell morphogenesis","The developmental process in which the size or shape of a cell is generated and organized.",0.0001590244,3.8,"GO:0000902","blue","up","35","BP"
"blue_35","11","2",3.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009653"">GO:0009653</a>","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.",0.0002459866,3.61,"GO:0009653","blue","up","35","BP"
"blue_35","12","3",9.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060502"">GO:0060502</a>","epithelial cell proliferation involved in lung morphogenesis","The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population that contributes to the shaping of the lung.",0.00714725,2.15,"GO:0060502","blue","up","35","BP"
"blue_35","13","3",10.6,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060501"">GO:0060501</a>","positive regulation of epithelial cell proliferation involved in lung morphogenesis","Any process that increases the rate or frequency of epithelial cell proliferation that results in the lung attaining its shape.",0.00183619,2.74,"GO:0060501","blue","up","35","BP"
"blue_35","14","3",9.83,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2000794"">GO:2000794</a>","regulation of epithelial cell proliferation involved in lung morphogenesis","NA",0.003912191,2.41,"GO:2000794","blue","up","35","BP"
"blue_35","15","3",7.03,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030323"">GO:0030323</a>","respiratory tube development","The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract.",0.008037343,2.09,"GO:0030323","blue","up","35","BP"
"blue_35","16","3",8.32,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060425"">GO:0060425</a>","lung morphogenesis","The process in which the anatomical structures of the lung are generated and organized.",0.00748043,2.13,"GO:0060425","blue","up","35","BP"
"blue_35","17","3",6.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007560"">GO:0007560</a>","imaginal disc morphogenesis","The process in which the anatomical structures derived from an imaginal disc are generated and organized. The imaginal discs are epithelial infoldings in the larvae of holometabolous insects that develop into adult appendages (legs, antennae, wings, etc.) during metamorphosis from larval to adult form.",0.009410239,2.03,"GO:0007560","blue","up","35","BP"
"blue_35","18","3",5.6,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007444"">GO:0007444</a>","imaginal disc development","The process whose specific outcome is the progression of the imaginal disc over time, from its formation to the metamorphosis to form adult structures. Imaginal discs are epithelial infoldings in the larvae of holometabolous insects that develop into adult structures (legs, antennae, wings, etc.).",0.008583808,2.07,"GO:0007444","blue","up","35","BP"
"blue_35","19","3",6.54,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035220"">GO:0035220</a>","wing disc development","Progression of the wing disc over time, from its initial formation through to its metamorphosis to form adult structures including the wing hinge, wing blade and pleura.",0.007278141,2.14,"GO:0035220","blue","up","35","BP"
"blue_35","20","4",7.57,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0001700"">GO:0001700</a>","embryonic development via the syncytial blastoderm","The process whose specific outcome is the progression of the embryo over time, from zygote formation through syncytial blastoderm to the hatching of the first instar larva. An example of this process is found in Drosophila melanogaster.",0.008121065,2.09,"GO:0001700","blue","up","35","BP"
"blue_35","21","4",5.5,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009792"">GO:0009792</a>","embryo development ending in birth or egg hatching","The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell.",0.001578874,2.8,"GO:0009792","blue","up","35","BP"
"blue_35","22","4",4.32,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009790"">GO:0009790</a>","embryo development","The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant.",0.001148694,2.94,"GO:0009790","blue","up","35","BP"
"blue_35","23","4",5.13,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048598"">GO:0048598</a>","embryonic morphogenesis","The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants.",0.002438692,2.61,"GO:0048598","blue","up","35","BP"
"blue_35","24","4",5.78,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009886"">GO:0009886</a>","post-embryonic animal morphogenesis","The process, occurring after animal embryonic development, by which anatomical structures are generated and organized.",0.009581501,2.02,"GO:0009886","blue","up","35","BP"
"blue_35","25","4",6.08,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048707"">GO:0048707</a>","instar larval or pupal morphogenesis","The process, occurring during instar larval or pupal development, by which anatomical structures are generated and organized.",0.005600794,2.25,"GO:0048707","blue","up","35","BP"
"blue_35","26","4",6.16,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060541"">GO:0060541</a>","respiratory system development","The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange.",0.002107279,2.68,"GO:0060541","blue","up","35","BP"
"blue_35","27","4",7.27,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035272"">GO:0035272</a>","exocrine system development","Progression of the exocrine system over time, from its formation to a mature structure. The exocrine system is a system of hormones and glands, where the glands secrete straight to a target site via ducts or tubes. The human exocrine system includes the salivary glands, sweat glands and many glands of the digestive system.",0.001886922,2.72,"GO:0035272","blue","up","35","BP"
